Date,PM10 ( µg/m3 ),SO2 ( µg/m3 ),NO2 ( µg/m3 ),NOX ( µg/m3 )
2021-10-18 01:00:56,0.0,0.0,5.18,6.7
2021-10-18 02:00:56,0.0,0.0,3.96,5.64
2021-10-18 03:00:56,0.0,0.0,4.28,5.39
2021-10-18 04:00:56,0.0,0.0,4.03,5.02
2021-10-18 05:00:56,0.0,0.0,4.67,6.33
2021-10-18 06:00:56,0.0,0.0,5.44,6.9
2021-10-18 07:00:56,0.0,0.0,3.33,6.12
2021-10-18 08:00:56,0.0,0.0,10.44,17.4
2021-10-18 09:00:56,0.0,0.0,15.4,24.62
2021-10-18 10:00:56,0.0,0.0,14.37,22.97
2021-10-18 11:00:56,0.0,0.0,12.21,21.14
2021-10-18 12:00:56,0.0,0.0,15.22,22.51
2021-10-18 13:00:56,0.0,0.0,13.09,19.5
2021-10-18 14:00:56,0.0,0.0,11.16,19.08
2021-10-18 15:00:56,0.0,0.0,30.1,34.92
2021-10-18 16:00:56,0.0,0.0,11.16,22.49
2021-10-18 17:00:56,0.0,0.0,19.86,27.13
2021-10-18 18:00:56,0.0,0.0,38.82,108.35
2021-10-18 19:00:56,0.0,0.0,36.3,41.85
2021-10-18 20:00:56,0.0,0.0,13.89,21.33
2021-10-18 21:00:56,0.0,0.0,11.77,21.33
2021-10-18 22:00:56,0.0,0.0,25.81,30.43
2021-10-18 23:00:56,0.0,0.0,10.05,13.06
2021-10-19 00:00:56,0.0,0.0,15.8,19.3
2021-10-19 01:00:56,0.0,0.0,17.06,22.48
2021-10-19 02:00:56,0.0,0.0,6.15,7.55
2021-10-19 03:00:56,0.0,0.0,3.89,4.9
2021-10-19 04:00:56,0.0,0.0,4.74,5.62
2021-10-19 05:00:56,0.0,0.0,4.51,5.24
2021-10-19 06:00:56,0.0,0.0,4.97,5.65
2021-10-19 07:00:56,0.0,0.0,4.1,4.63
2021-10-19 08:00:56,0.0,0.0,23.3,26.5
2021-10-19 09:00:56,0.0,0.0,30.79,67.65
2021-10-19 10:00:56,0.0,0.0,10.87,15.16
2021-10-19 11:00:56,0.0,0.0,8.9,24.47
2021-10-19 12:00:56,0.0,0.0,15.82,23.63
2021-10-19 13:00:56,0.0,0.0,26.02,38.0
2021-10-19 14:00:56,0.0,0.0,11.54,15.23
2021-10-19 15:00:56,0.0,0.0,8.22,37.44
2021-10-19 16:00:56,0.0,0.0,23.37,35.36
2021-10-19 17:00:56,0.0,0.0,11.34,14.85
2021-10-19 18:00:56,0.0,0.0,19.73,26.31
2021-10-19 19:00:56,0.0,0.0,29.48,38.27
